learning_rate,gamma,gae_lambda,vf_coef,train_reward,train_reward_std,test_reward,test_reward_std,seed_repetition,seed_value,generalization_gap
0.0002665440541066,0.8187925863257415,0.9671009026516436,0.5751577023071665,1000.0,0.0,1000.0,0.0,2,51863,0.0
0.0001503534507674,0.8193234816248075,0.9141626683741536,0.3844707362933114,1000.0,0.0,1000.0,0.0,0,29171,0.0
0.0001503534507674,0.8193234816248075,0.9141626683741536,0.3844707362933114,1000.0,0.0,1000.0,0.0,1,63490,0.0
0.0001503534507674,0.8193234816248075,0.9141626683741536,0.3844707362933114,1000.0,0.0,1000.0,0.0,2,40174,0.0
0.0046274605367141,0.9302250111370596,0.9658249855132832,0.6453311842885621,18.7,3.1320919526731648,78.0,18.936736783300336,0,42534,-59.3
0.0046274605367141,0.9302250111370596,0.9658249855132832,0.6453311842885621,140.3,186.9567062183114,1000.0,0.0,1,70998,-859.7
0.0046274605367141,0.9302250111370596,0.9658249855132832,0.6453311842885621,2.0,0.0,9.8,1.833030277982336,2,9240,-7.800000000000001
0.0014671608750661,0.9164858205822756,0.9713370687421912,0.4096214734587983,1000.0,0.0,1000.0,0.0,0,4415,0.0
0.0014671608750661,0.9164858205822756,0.9713370687421912,0.4096214734587983,1000.0,0.0,1000.0,0.0,1,52202,0.0
0.0014671608750661,0.9164858205822756,0.9713370687421912,0.4096214734587983,1000.0,0.0,1000.0,0.0,2,55937,0.0
0.0002536984895692,0.8854860499661472,0.9252900560431674,0.2989085370732234,1000.0,0.0,1000.0,0.0,0,80466,0.0
0.0002536984895692,0.8854860499661472,0.9252900560431674,0.2989085370732234,1000.0,0.0,1000.0,0.0,1,22325,0.0
0.0002536984895692,0.8854860499661472,0.9252900560431674,0.2989085370732234,1000.0,0.0,1000.0,0.0,2,2022,0.0
0.0093619768478756,0.8192904965870954,0.9049709048262142,0.4277707945708339,4.0,0.0,18.8,6.063002556489648,0,69681,-14.8
0.0093619768478756,0.8192904965870954,0.9049709048262142,0.4277707945708339,1000.0,0.0,1000.0,0.0,1,94125,0.0
0.0093619768478756,0.8192904965870954,0.9049709048262142,0.4277707945708339,2.0,0.0,9.6,2.2891046284519194,2,6489,-7.6
0.0001754845371227,0.8037570466835375,0.9521979366401092,0.7760077479941782,1000.0,0.0,1000.0,0.0,0,46890,0.0
0.0001754845371227,0.8037570466835375,0.9521979366401092,0.7760077479941782,1000.0,0.0,1000.0,0.0,1,27982,0.0
0.0001754845371227,0.8037570466835375,0.9521979366401092,0.7760077479941782,1000.0,0.0,1000.0,0.0,2,5805,0.0
0.0077696503668917,0.9470906580270384,0.9033315232420056,0.4444868590649188,18.9,3.672873534441391,54.4,8.720091742636656,0,34767,-35.5
0.0077696503668917,0.9470906580270384,0.9033315232420056,0.4444868590649188,2.0,0.0,8.7,1.4866068747318506,1,10372,-6.699999999999999
0.0077696503668917,0.9470906580270384,0.9033315232420056,0.4444868590649188,2.0,0.0,9.0,1.2649110640673518,2,79091,-7.0
0.0016161076858617,0.9821725698556224,0.9619096770482032,0.4807942615831723,23.5,0.5,59.9,8.711486669908874,0,34249,-36.4
0.0016161076858617,0.9821725698556224,0.9619096770482032,0.4807942615831723,628.2,353.687376082325,1000.0,0.0,1,54787,-371.79999999999995
0.0016161076858617,0.9821725698556224,0.9619096770482032,0.4807942615831723,1000.0,0.0,1000.0,0.0,2,11321,0.0
0.0027812719052479,0.8982293777937919,0.9861057054869832,0.6950572267258572,2.0,0.0,8.9,2.0223748416156684,0,62046,-6.9
0.0027812719052479,0.8982293777937919,0.9861057054869832,0.6950572267258572,4.0,0.0,16.4,3.6110940170535577,1,47260,-12.399999999999999
0.0027812719052479,0.8982293777937919,0.9861057054869832,0.6950572267258572,1000.0,0.0,1000.0,0.0,2,37693,0.0
0.0020516342317498,0.9625994561903742,0.9485378031142556,0.4019273368823821,58.1,74.51100589845771,1000.0,0.0,0,47355,-941.9
0.0020516342317498,0.9625994561903742,0.9485378031142556,0.4019273368823821,1000.0,0.0,802.9,394.2000634195789,1,8632,197.10000000000002
